,Reporter country,Partner country,FLOW,Value,PeopleTrust,FamilyTrust,NeighborTrust,PersonalTrust,OtherCountryTrust,GDP,Country Trade Percent of GDP,English Rate,Bilateral Trust,Net FDI,Net FDI % GDP,Portfolio equity,PartnerGDP,Distance,Capital City,Law Origins,Rel_sim
414,Italy,Estonia,EXP,536916041,0.365495153258,0.792198536417,0.291355961176,0.0419282963072,0.389589654148,2144338185064.6003,0.00025038776287231244,0.69,,19531,0.9,17444,25904874312.3,1322.0,Tallinn,0.0,0.0647966369931
415,Italy,Estonia,EXP,536916041,0.365495153258,0.792198536417,0.291355961176,0.0419282963072,0.389589654148,2144338185064.6003,0.00025038776287231244,0.69,,19531,0.9,17444,25904874312.3,1322.0,Tallinn,0.0,0.0647966369931
416,Italy,Slovenia,EXP,4681570282,0.365495153258,0.792198536417,0.291355961176,0.0419282963072,0.389589654148,2144338185064.6003,0.00218322385648277,0.69,,19531,0.9,17444,49416055609.2,304.0,Ljubljana,0.0,0.616019442597
417,Italy,Slovenia,EXP,4681570282,0.365495153258,0.792198536417,0.291355961176,0.0419282963072,0.389589654148,2144338185064.6003,0.00218322385648277,0.69,,19531,0.9,17444,49416055609.2,304.0,Ljubljana,0.0,0.616019442597
418,Luxembourg,Austria,EXP,212475359,,,,,,60130847623.6353,0.003533550039572093,0.63,0.642899714789,30075,50,256658,4.36343622435e+11,475.0,Vienna,0.0,0.478788
419,Luxembourg,Austria,EXP,212475359,,,,,,60130847623.6353,0.003533550039572093,0.63,0.642899714789,30075,50,256658,4.36343622435e+11,475.0,Vienna,0.0,0.478788
420,Luxembourg,Belgium,EXP,1821005621,,,,,,60130847623.6353,0.03028405041614992,0.63,0.50917276857,30075,50,256658,5.33382785676e+11,116.0,Brussels,1.0,0.46722
421,Luxembourg,Belgium,EXP,1821005621,,,,,,60130847623.6353,0.03028405041614992,0.63,0.50917276857,30075,50,256658,5.33382785676e+11,116.0,Brussels,1.0,0.46722
422,Luxembourg,Czech Republic,EXP,142646735,,,,,,60130847623.6353,0.002372272147115562,0.63,0.21295879465,30075,50,256658,2.05522871251e+11,372.0,Prague,0.0,0.2863382
423,Luxembourg,Czech Republic,EXP,142646735,,,,,,60130847623.6353,0.002372272147115562,0.63,0.21295879465,30075,50,256658,2.05522871251e+11,372.0,Prague,0.0,0.2863382
424,Luxembourg,Denmark,EXP,100271829,,,,,,60130847623.6353,0.0016675605444249003,0.63,0.659212003187,30075,50,256658,3.4195160773e+11,498.0,Copenhagen,0.0,0.0144
425,Luxembourg,Denmark,EXP,100271829,,,,,,60130847623.6353,0.0016675605444249003,0.63,0.659212003187,30075,50,256658,3.4195160773e+11,498.0,Copenhagen,0.0,0.0144
426,Luxembourg,Finland,EXP,52724412,,,,,,60130847623.6353,0.0008768280189563785,0.63,0.64056974817,30075,50,256658,2.70673584162e+11,1039.0,Helsinki,0.0,0.0520102249489
427,Luxembourg,Finland,EXP,52724412,,,,,,60130847623.6353,0.0008768280189563785,0.63,0.64056974817,30075,50,256658,2.70673584162e+11,1039.0,Helsinki,0.0,0.0520102249489
428,Luxembourg,France,EXP,2041507535,,,,,,60130847623.6353,0.03395108526954401,0.63,0.596543138737,30075,50,256658,2.82919203917e+12,179.0,Paris,1.0,0.411675101215
429,Luxembourg,France,EXP,2041507535,,,,,,60130847623.6353,0.03395108526954401,0.63,0.596543138737,30075,50,256658,2.82919203917e+12,179.0,Paris,1.0,0.411675101215
430,Luxembourg,Germany,EXP,3800146240,,,,,,60130847623.6353,0.06319794897596451,0.63,0.579880343648,30075,50,256658,3.85255616966e+12,374.0,Berlin,0.0,0.257438356164
431,Luxembourg,Germany,EXP,3800146240,,,,,,60130847623.6353,0.06319794897596451,0.63,0.579880343648,30075,50,256658,3.85255616966e+12,374.0,Berlin,0.0,0.257438356164
432,Luxembourg,Greece,EXP,34699940,,,,,,60130847623.6353,0.0005770738542917311,0.63,0.374960089259,30075,50,256658,2.37592274371e+11,1186.0,Athens,0.0,0.0
433,Luxembourg,Greece,EXP,34699940,,,,,,60130847623.6353,0.0005770738542917311,0.63,0.374960089259,30075,50,256658,2.37592274371e+11,1186.0,Athens,0.0,0.0
434,Luxembourg,Hungary,EXP,55318131,,,,,,60130847623.6353,0.0009199626013297109,0.63,0.220504755581,30075,50,256658,1.37103927313e+11,608.0,Budapest,1.0,0.417249739854
435,Luxembourg,Hungary,EXP,55318131,,,,,,60130847623.6353,0.0009199626013297109,0.63,0.220504755581,30075,50,256658,1.37103927313e+11,608.0,Budapest,1.0,0.417249739854
436,Luxembourg,Ireland,EXP,56366425,,,,,,60130847623.6353,0.0009373961490249202,0.63,0.43945310778,30075,50,256658,2.45920712756e+11,592.0,Dublin,0.0,0.612746
437,Luxembourg,Ireland,EXP,56366425,,,,,,60130847623.6353,0.0009373961490249202,0.63,0.43945310778,30075,50,256658,2.45920712756e+11,592.0,Dublin,0.0,0.612746
438,Luxembourg,Italy,EXP,471914066,,,,,,60130847623.6353,0.007848119303984455,0.63,0.469355235313,30075,50,256658,2.14433818506e+12,615.0,Rome,1.0,0.631300692384
439,Luxembourg,Italy,EXP,471914066,,,,,,60130847623.6353,0.007848119303984455,0.63,0.469355235313,30075,50,256658,2.14433818506e+12,615.0,Rome,1.0,0.631300692384
440,Luxembourg,Netherlands,EXP,710004710,,,,,,60130847623.6353,0.01180766175863655,0.63,0.670381285451,30075,50,256658,8.6950812548e+11,198.0,Amsterdam,1.0,0.308176535088
441,Luxembourg,Netherlands,EXP,710004710,,,,,,60130847623.6353,0.01180766175863655,0.63,0.670381285451,30075,50,256658,8.6950812548e+11,198.0,Amsterdam,1.0,0.308176535088
442,Luxembourg,Poland,EXP,319703357,,,,,,60130847623.6353,0.0053167944513447364,0.63,0.192793217703,30075,50,256658,5.48003360279e+11,672.0,Warsaw,0.0,0.655889669007
443,Luxembourg,Poland,EXP,319703357,,,,,,60130847623.6353,0.0053167944513447364,0.63,0.192793217703,30075,50,256658,5.48003360279e+11,672.0,Warsaw,0.0,0.655889669007
444,Luxembourg,Portugal,EXP,38837133,,,,,,60130847623.6353,0.0006458770254343546,0.63,0.496134816763,30075,50,256658,2.2958371149e+11,1065.0,Lisbon,0.0,0.574064
445,Luxembourg,Portugal,EXP,38837133,,,,,,60130847623.6353,0.0006458770254343546,0.63,0.496134816763,30075,50,256658,2.2958371149e+11,1065.0,Lisbon,0.0,0.574064
446,Luxembourg,Spain,EXP,289501155,,,,,,60130847623.6353,0.004814519775473901,0.63,0.54168536523,30075,50,256658,1.40430653606e+12,796.0,Madrid,1.0,0.601093829248
447,Luxembourg,Spain,EXP,289501155,,,,,,60130847623.6353,0.004814519775473901,0.63,0.54168536523,30075,50,256658,1.40430653606e+12,796.0,Madrid,1.0,0.601093829248
448,Luxembourg,Sweden,EXP,196908072,,,,,,60130847623.6353,0.0032746598423568944,0.63,0.664011740744,30075,50,256658,5.7059126616e+11,823.0,Stockholm,0.0,0.0892116788321
449,Luxembourg,Sweden,EXP,196908072,,,,,,60130847623.6353,0.0032746598423568944,0.63,0.664011740744,30075,50,256658,5.7059126616e+11,823.0,Stockholm,0.0,0.0892116788321
450,Luxembourg,United Kingdom,EXP,482843303,,,,,,60130847623.6353,0.00802987687820671,0.63,0.334251030132,30075,50,256658,2.94188553746e+12,305.0,London,0.0,0.222432969215
451,Luxembourg,United Kingdom,EXP,482843303,,,,,,60130847623.6353,0.00802987687820671,0.63,0.334251030132,30075,50,256658,2.94188553746e+12,305.0,London,0.0,0.222432969215
452,Luxembourg,Estonia,EXP,11373686,,,,,,60130847623.6353,0.00018914893851470352,0.63,,30075,50,256658,25904874312.3,1004.0,Tallinn,0.0,0.1371338
453,Luxembourg,Estonia,EXP,11373686,,,,,,60130847623.6353,0.00018914893851470352,0.63,,30075,50,256658,25904874312.3,1004.0,Tallinn,0.0,0.1371338
454,Luxembourg,Slovenia,EXP,40328304,,,,,,60130847623.6353,0.0006706757944344756,0.63,,30075,50,256658,49416055609.2,460.0,Ljubljana,0.0,0.526455083909
455,Luxembourg,Slovenia,EXP,40328304,,,,,,60130847623.6353,0.0006706757944344756,0.63,,30075,50,256658,49416055609.2,460.0,Ljubljana,0.0,0.526455083909
456,Netherlands,Austria,EXP,7973766548,0.600418368336,0.0,0.388014502196,0.507795876739,0.406388626874,869508125480.255,0.009170433621417687,0.9,0.617175495013,525450,61.6,16922,4.36343622435e+11,582.0,Vienna,0.0,0.280686403509
457,Netherlands,Austria,EXP,7973766548,0.600418368336,0.0,0.388014502196,0.507795876739,0.406388626874,869508125480.255,0.009170433621417687,0.9,0.617175495013,525450,61.6,16922,4.36343622435e+11,582.0,Vienna,0.0,0.280686403509
458,Netherlands,Belgium,EXP,81787496432,0.600418368336,0.0,0.388014502196,0.507795876739,0.406388626874,869508125480.255,0.09406179658968264,0.9,0.679051597001,525450,61.6,16922,5.33382785676e+11,108.0,Brussels,1.0,0.294177631579
459,Netherlands,Belgium,EXP,81787496432,0.600418368336,0.0,0.388014502196,0.507795876739,0.406388626874,869508125480.255,0.09406179658968264,0.9,0.679051597001,525450,61.6,16922,5.33382785676e+11,108.0,Brussels,1.0,0.294177631579
460,Netherlands,Czech Republic,EXP,8663360655,0.600418368336,0.0,0.388014502196,0.507795876739,0.406388626874,869508125480.255,0.00996351891503598,0.9,0.41771982118,525450,61.6,16922,2.05522871251e+11,442.0,Prague,0.0,0.329001535088
461,Netherlands,Czech Republic,EXP,8663360655,0.600418368336,0.0,0.388014502196,0.507795876739,0.406388626874,869508125480.255,0.00996351891503598,0.9,0.41771982118,525450,61.6,16922,2.05522871251e+11,442.0,Prague,0.0,0.329001535088
462,Netherlands,Denmark,EXP,8700884061,0.600418368336,0.0,0.388014502196,0.507795876739,0.406388626874,869508125480.255,0.010006673665291219,0.9,0.880404618857,525450,61.6,16922,3.4195160773e+11,386.0,Copenhagen,0.0,0.110263157895
463,Netherlands,Denmark,EXP,8700884061,0.600418368336,0.0,0.388014502196,0.507795876739,0.406388626874,869508125480.255,0.010006673665291219,0.9,0.880404618857,525450,61.6,16922,3.4195160773e+11,386.0,Copenhagen,0.0,0.110263157895
464,Netherlands,Finland,EXP,6313683410,0.600418368336,0.0,0.388014502196,0.507795876739,0.406388626874,869508125480.255,0.0072612126614834864,0.9,0.817065508259,525450,61.6,16922,2.70673584162e+11,934.0,Helsinki,0.0,0.178106949378
465,Netherlands,Finland,EXP,6313683410,0.600418368336,0.0,0.388014502196,0.507795876739,0.406388626874,869508125480.255,0.0072612126614834864,0.9,0.817065508259,525450,61.6,16922,2.70673584162e+11,934.0,Helsinki,0.0,0.178106949378
466,Netherlands,France,EXP,53438533485,0.600418368336,0.0,0.388014502196,0.507795876739,0.406388626874,869508125480.255,0.06145834859850714,0.9,0.385831638263,525450,61.6,16922,2.82919203917e+12,267.0,Paris,1.0,0.341938791818
467,Netherlands,France,EXP,53438533485,0.600418368336,0.0,0.388014502196,0.507795876739,0.406388626874,869508125480.255,0.06145834859850714,0.9,0.385831638263,525450,61.6,16922,2.82919203917e+12,267.0,Paris,1.0,0.341938791818
468,Netherlands,Germany,EXP,149367000000,0.600418368336,0.0,0.388014502196,0.507795876739,0.406388626874,869508125480.255,0.17178332855429063,0.9,0.608701750817,525450,61.6,16922,3.85255616966e+12,359.0,Berlin,0.0,0.293071076664
469,Netherlands,Germany,EXP,149367000000,0.600418368336,0.0,0.388014502196,0.507795876739,0.406388626874,869508125480.255,0.17178332855429063,0.9,0.608701750817,525450,61.6,16922,3.85255616966e+12,359.0,Berlin,0.0,0.293071076664
470,Netherlands,Greece,EXP,3097820313,0.600418368336,0.0,0.388014502196,0.507795876739,0.406388626874,869508125480.255,0.003562727273294867,0.9,0.368478924153,525450,61.6,16922,2.37592274371e+11,1346.0,Athens,0.0,0.0614495614035
471,Netherlands,Greece,EXP,3097820313,0.600418368336,0.0,0.388014502196,0.507795876739,0.406388626874,869508125480.255,0.003562727273294867,0.9,0.368478924153,525450,61.6,16922,2.37592274371e+11,1346.0,Athens,0.0,0.0614495614035
472,Netherlands,Hungary,EXP,3847316593,0.600418368336,0.0,0.388014502196,0.507795876739,0.406388626874,869508125480.255,0.004424704589016938,0.9,0.413038621358,525450,61.6,16922,1.37103927313e+11,713.0,Budapest,1.0,0.300356445223
473,Netherlands,Hungary,EXP,3847316593,0.600418368336,0.0,0.388014502196,0.507795876739,0.406388626874,869508125480.255,0.004424704589016938,0.9,0.413038621358,525450,61.6,16922,1.37103927313e+11,713.0,Budapest,1.0,0.300356445223
474,Netherlands,Ireland,EXP,4507952026,0.600418368336,0.0,0.388014502196,0.507795876739,0.406388626874,869508125480.255,0.005184485220894428,0.9,0.591045178478,525450,61.6,16922,2.45920712756e+11,470.0,Dublin,0.0,0.277695175439
475,Netherlands,Ireland,EXP,4507952026,0.600418368336,0.0,0.388014502196,0.507795876739,0.406388626874,869508125480.255,0.005184485220894428,0.9,0.591045178478,525450,61.6,16922,2.45920712756e+11,470.0,Dublin,0.0,0.277695175439
476,Netherlands,Italy,EXP,24919777564,0.600418368336,0.0,0.388014502196,0.507795876739,0.406388626874,869508125480.255,0.028659625866332267,0.9,0.291459482095,525450,61.6,16922,2.14433818506e+12,807.0,Rome,1.0,0.30274762698
477,Netherlands,Italy,EXP,24919777564,0.600418368336,0.0,0.388014502196,0.507795876739,0.406388626874,869508125480.255,0.028659625866332267,0.9,0.291459482095,525450,61.6,16922,2.14433818506e+12,807.0,Rome,1.0,0.30274762698
478,Netherlands,Luxembourg,EXP,1740920836,0.600418368336,0.0,0.388014502196,0.507795876739,0.406388626874,869508125480.255,0.002002190416608744,0.9,0.828886782891,525450,61.6,16922,60130847623.6,198.0,Luxembourg,1.0,0.308176535088
479,Netherlands,Luxembourg,EXP,1740920836,0.600418368336,0.0,0.388014502196,0.507795876739,0.406388626874,869508125480.255,0.002002190416608744,0.9,0.828886782891,525450,61.6,16922,60130847623.6,198.0,Luxembourg,1.0,0.308176535088
480,Netherlands,Poland,EXP,13466494124,0.600418368336,0.0,0.388014502196,0.507795876739,0.406388626874,869508125480.255,0.015487485084238929,0.9,0.398541229393,525450,61.6,16922,5.48003360279e+11,680.0,Warsaw,0.0,0.281890628024
481,Netherlands,Poland,EXP,13466494124,0.600418368336,0.0,0.388014502196,0.507795876739,0.406388626874,869508125480.255,0.015487485084238929,0.9,0.398541229393,525450,61.6,16922,5.48003360279e+11,680.0,Warsaw,0.0,0.281890628024
482,Netherlands,Portugal,EXP,4135178626,0.600418368336,0.0,0.388014502196,0.507795876739,0.406388626874,869508125480.255,0.004755767663144055,0.9,0.587417627387,525450,61.6,16922,2.2958371149e+11,1159.0,Lisbon,0.0,0.266808114035
483,Netherlands,Portugal,EXP,4135178626,0.600418368336,0.0,0.388014502196,0.507795876739,0.406388626874,869508125480.255,0.004755767663144055,0.9,0.587417627387,525450,61.6,16922,2.2958371149e+11,1159.0,Lisbon,0.0,0.266808114035
484,Netherlands,Spain,EXP,17483485104,0.600418368336,0.0,0.388014502196,0.507795876739,0.406388626874,869508125480.255,0.020107328030250844,0.9,0.561987606574,525450,61.6,16922,1.40430653606e+12,921.0,Madrid,1.0,0.311796503092
485,Netherlands,Spain,EXP,17483485104,0.600418368336,0.0,0.388014502196,0.507795876739,0.406388626874,869508125480.255,0.020107328030250844,0.9,0.561987606574,525450,61.6,16922,1.40430653606e+12,921.0,Madrid,1.0,0.311796503092
486,Netherlands,Sweden,EXP,13657731170,0.600418368336,0.0,0.388014502196,0.507795876739,0.406388626874,869508125480.255,0.015707422127258938,0.9,0.868053496013,525450,61.6,16922,5.7059126616e+11,700.0,Stockholm,0.0,0.215907012056
487,Netherlands,Sweden,EXP,13657731170,0.600418368336,0.0,0.388014502196,0.507795876739,0.406388626874,869508125480.255,0.015707422127258938,0.9,0.868053496013,525450,61.6,16922,5.7059126616e+11,700.0,Stockholm,0.0,0.215907012056
488,Netherlands,United Kingdom,EXP,51726755529,0.600418368336,0.0,0.388014502196,0.507795876739,0.406388626874,869508125480.255,0.05948967469444841,0.9,0.617474864201,525450,61.6,16922,2.94188553746e+12,322.0,London,0.0,0.294229864632
489,Netherlands,United Kingdom,EXP,51726755529,0.600418368336,0.0,0.388014502196,0.507795876739,0.406388626874,869508125480.255,0.05948967469444841,0.9,0.617474864201,525450,61.6,16922,2.94188553746e+12,322.0,London,0.0,0.294229864632
490,Netherlands,Estonia,EXP,1107386069,0.600418368336,0.0,0.388014502196,0.507795876739,0.406388626874,869508125480.255,0.0012735775969757131,0.9,,525450,61.6,16922,25904874312.3,907.0,Tallinn,0.0,0.259945394737
491,Netherlands,Estonia,EXP,1107386069,0.600418368336,0.0,0.388014502196,0.507795876739,0.406388626874,869508125480.255,0.0012735775969757131,0.9,,525450,61.6,16922,25904874312.3,907.0,Tallinn,0.0,0.259945394737
492,Netherlands,Slovenia,EXP,1005707628,0.600418368336,0.0,0.388014502196,0.507795876739,0.406388626874,869508125480.255,0.001156639712187299,0.9,,525450,61.6,16922,49416055609.2,615.0,Ljubljana,0.0,0.314017552519
493,Netherlands,Slovenia,EXP,1005707628,0.600418368336,0.0,0.388014502196,0.507795876739,0.406388626874,869508125480.255,0.001156639712187299,0.9,,525450,61.6,16922,49416055609.2,615.0,Ljubljana,0.0,0.314017552519
494,Poland,Austria,EXP,3507931806,0.22088476179,0.410415691614,0.347188822053,0.298549421008,0.429297318959,548003360278.967,0.006401296160326918,0.65,,12,0,2583,4.36343622435e+11,346.0,Vienna,1.0,0.586480441324
495,Poland,Austria,EXP,3507931806,0.22088476179,0.410415691614,0.347188822053,0.298549421008,0.429297318959,548003360278.967,0.006401296160326918,0.65,,12,0,2583,4.36343622435e+11,346.0,Vienna,1.0,0.586480441324
496,Poland,Belgium,EXP,4300298639,0.22088476179,0.410415691614,0.347188822053,0.298549421008,0.429297318959,548003360278.967,0.007847212171857645,0.65,,12,0,2583,5.33382785676e+11,721.0,Brussels,0.0,0.555416248746
497,Poland,Belgium,EXP,4300298639,0.22088476179,0.410415691614,0.347188822053,0.298549421008,0.429297318959,548003360278.967,0.007847212171857645,0.65,,12,0,2583,5.33382785676e+11,721.0,Brussels,0.0,0.555416248746
498,Poland,Czech Republic,EXP,12181314509,0.22088476179,0.410415691614,0.347188822053,0.298549421008,0.429297318959,548003360278.967,0.022228539808221197,0.65,,12,0,2583,2.05522871251e+11,322.0,Prague,1.0,0.192244734203
499,Poland,Czech Republic,EXP,12181314509,0.22088476179,0.410415691614,0.347188822053,0.298549421008,0.429297318959,548003360278.967,0.022228539808221197,0.65,,12,0,2583,2.05522871251e+11,322.0,Prague,1.0,0.192244734203
500,Poland,Denmark,EXP,3204093056,0.22088476179,0.410415691614,0.347188822053,0.298549421008,0.429297318959,548003360278.967,0.005846849286414817,0.65,,12,0,2583,3.4195160773e+11,418.0,Copenhagen,0.0,0.00641925777332
501,Poland,Denmark,EXP,3204093056,0.22088476179,0.410415691614,0.347188822053,0.298549421008,0.429297318959,548003360278.967,0.005846849286414817,0.65,,12,0,2583,3.4195160773e+11,418.0,Copenhagen,0.0,0.00641925777332
502,Poland,Finland,EXP,1506801742,0.22088476179,0.410415691614,0.347188822053,0.298549421008,0.429297318959,548003360278.967,0.002749621354936485,0.65,,12,0,2583,2.70673584162e+11,570.0,Helsinki,0.0,0.0117622807072
503,Poland,Finland,EXP,1506801742,0.22088476179,0.410415691614,0.347188822053,0.298549421008,0.429297318959,548003360278.967,0.002749621354936485,0.65,,12,0,2583,2.70673584162e+11,570.0,Helsinki,0.0,0.0117622807072
504,Poland,France,EXP,11058913356,0.22088476179,0.410415691614,0.347188822053,0.298549421008,0.429297318959,548003360278.967,0.020180375080857793,0.65,,12,0,2583,2.82919203917e+12,850.0,Paris,0.0,0.404645109417
505,Poland,France,EXP,11058913356,0.22088476179,0.410415691614,0.347188822053,0.298549421008,0.429297318959,548003360278.967,0.020180375080857793,0.65,,12,0,2583,2.82919203917e+12,850.0,Paris,0.0,0.404645109417
506,Poland,Germany,EXP,49537042316,0.22088476179,0.410415691614,0.347188822053,0.298549421008,0.429297318959,548003360278.967,0.09039550832458881,0.65,,12,0,2583,3.85255616966e+12,322.0,Berlin,1.0,0.210930246709
507,Poland,Germany,EXP,49537042316,0.22088476179,0.410415691614,0.347188822053,0.298549421008,0.429297318959,548003360278.967,0.09039550832458881,0.65,,12,0,2583,3.85255616966e+12,322.0,Berlin,1.0,0.210930246709
508,Poland,Greece,EXP,699171520,0.22088476179,0.410415691614,0.347188822053,0.298549421008,0.429297318959,548003360278.967,0.001275852614560756,0.65,,12,0,2583,2.37592274371e+11,994.0,Athens,1.0,0.0098294884654
509,Poland,Greece,EXP,699171520,0.22088476179,0.410415691614,0.347188822053,0.298549421008,0.429297318959,548003360278.967,0.001275852614560756,0.65,,12,0,2583,2.37592274371e+11,994.0,Athens,1.0,0.0098294884654
510,Poland,Hungary,EXP,5016778098,0.22088476179,0.410415691614,0.347188822053,0.298549421008,0.429297318959,548003360278.967,0.0091546484230428,0.65,,12,0,2583,1.37103927313e+11,339.0,Budapest,0.0,0.472074913607
511,Poland,Hungary,EXP,5016778098,0.22088476179,0.410415691614,0.347188822053,0.298549421008,0.429297318959,548003360278.967,0.0091546484230428,0.65,,12,0,2583,1.37103927313e+11,339.0,Budapest,0.0,0.472074913607
512,Poland,Ireland,EXP,638082179,0.22088476179,0.410415691614,0.347188822053,0.298549421008,0.429297318959,548003360278.967,0.0011643763984862747,0.65,,12,0,2583,2.45920712756e+11,1136.0,Dublin,0.0,0.825241725176
513,Poland,Ireland,EXP,638082179,0.22088476179,0.410415691614,0.347188822053,0.298549421008,0.429297318959,548003360278.967,0.0011643763984862747,0.65,,12,0,2583,2.45920712756e+11,1136.0,Dublin,0.0,0.825241725176
514,Poland,Italy,EXP,8532711794,0.22088476179,0.410415691614,0.347188822053,0.298549421008,0.429297318959,548003360278.967,0.015570546482883484,0.65,,12,0,2583,2.14433818506e+12,818.0,Rome,0.0,0.831357574206
515,Poland,Italy,EXP,8532711794,0.22088476179,0.410415691614,0.347188822053,0.298549421008,0.429297318959,548003360278.967,0.015570546482883484,0.65,,12,0,2583,2.14433818506e+12,818.0,Rome,0.0,0.831357574206
516,Poland,Luxembourg,EXP,223485147,0.22088476179,0.410415691614,0.347188822053,0.298549421008,0.429297318959,548003360278.967,0.00040781711062178977,0.65,,12,0,2583,60130847623.6,672.0,Luxembourg,0.0,0.655889669007
517,Poland,Luxembourg,EXP,223485147,0.22088476179,0.410415691614,0.347188822053,0.298549421008,0.429297318959,548003360278.967,0.00040781711062178977,0.65,,12,0,2583,60130847623.6,672.0,Luxembourg,0.0,0.655889669007
518,Poland,Netherlands,EXP,7816360561,0.22088476179,0.410415691614,0.347188822053,0.298549421008,0.429297318959,548003360278.967,0.014263344219314637,0.65,,12,0,2583,8.6950812548e+11,680.0,Amsterdam,0.0,0.281890628024
519,Poland,Netherlands,EXP,7816360561,0.22088476179,0.410415691614,0.347188822053,0.298549421008,0.429297318959,548003360278.967,0.014263344219314637,0.65,,12,0,2583,8.6950812548e+11,680.0,Amsterdam,0.0,0.281890628024
520,Poland,Portugal,EXP,645941711,0.22088476179,0.410415691614,0.347188822053,0.298549421008,0.429297318959,548003360278.967,0.0011787185222206966,0.65,,12,0,2583,2.2958371149e+11,1716.0,Lisbon,1.0,0.769370110331
521,Poland,Portugal,EXP,645941711,0.22088476179,0.410415691614,0.347188822053,0.298549421008,0.429297318959,548003360278.967,0.0011787185222206966,0.65,,12,0,2583,2.2958371149e+11,1716.0,Lisbon,1.0,0.769370110331
522,Poland,Spain,EXP,4475793863,0.22088476179,0.410415691614,0.347188822053,0.298549421008,0.429297318959,548003360278.967,0.008167456967273976,0.65,,12,0,2583,1.40430653606e+12,1424.0,Madrid,0.0,0.769046785326
523,Poland,Spain,EXP,4475793863,0.22088476179,0.410415691614,0.347188822053,0.298549421008,0.429297318959,548003360278.967,0.008167456967273976,0.65,,12,0,2583,1.40430653606e+12,1424.0,Madrid,0.0,0.769046785326
524,Poland,Sweden,EXP,5353795603,0.22088476179,0.410415691614,0.347188822053,0.298549421008,0.429297318959,548003360278.967,0.00976964009905814,0.65,,12,0,2583,5.7059126616e+11,504.0,Stockholm,0.0,0.0269892053637
525,Poland,Sweden,EXP,5353795603,0.22088476179,0.410415691614,0.347188822053,0.298549421008,0.429297318959,548003360278.967,0.00976964009905814,0.65,,12,0,2583,5.7059126616e+11,504.0,Stockholm,0.0,0.0269892053637
526,Poland,United Kingdom,EXP,12990321435,0.22088476179,0.410415691614,0.347188822053,0.298549421008,0.429297318959,548003360278.967,0.023704820766768907,0.65,,12,0,2583,2.94188553746e+12,901.0,London,0.0,0.142467123316
527,Poland,United Kingdom,EXP,12990321435,0.22088476179,0.410415691614,0.347188822053,0.298549421008,0.429297318959,548003360278.967,0.023704820766768907,0.65,,12,0,2583,2.94188553746e+12,901.0,London,0.0,0.142467123316
528,Poland,Estonia,EXP,1059091443,0.22088476179,0.410415691614,0.347188822053,0.298549421008,0.429297318959,548003360278.967,0.0019326367678856168,0.65,,12,0,2583,25904874312.3,519.0,Tallinn,0.0,0.0138186559679
529,Poland,Estonia,EXP,1059091443,0.22088476179,0.410415691614,0.347188822053,0.298549421008,0.429297318959,548003360278.967,0.0019326367678856168,0.65,,12,0,2583,25904874312.3,519.0,Tallinn,0.0,0.0138186559679
530,Poland,Slovenia,EXP,623109477,0.22088476179,0.410415691614,0.347188822053,0.298549421008,0.429297318959,548003360278.967,0.001137054117118551,0.65,,12,0,2583,49416055609.2,518.0,Ljubljana,1.0,0.637035489489
531,Poland,Slovenia,EXP,623109477,0.22088476179,0.410415691614,0.347188822053,0.298549421008,0.429297318959,548003360278.967,0.001137054117118551,0.65,,12,0,2583,49416055609.2,518.0,Ljubljana,1.0,0.637035489489
532,Portugal,Austria,EXP,341076509,,,,,,229583711490.434,0.00148563026002919,0.62,0.173628875021,10133,4.5,785,4.36343622435e+11,1430.0,Vienna,1.0,0.51396
533,Portugal,Austria,EXP,341076509,,,,,,229583711490.434,0.00148563026002919,0.62,0.173628875021,10133,4.5,785,4.36343622435e+11,1430.0,Vienna,1.0,0.51396
534,Portugal,Belgium,EXP,1780718002,,,,,,229583711490.434,0.007756290681249819,0.62,0.225693539125,10133,4.5,785,5.33382785676e+11,1065.0,Brussels,0.0,0.49047
535,Portugal,Belgium,EXP,1780718002,,,,,,229583711490.434,0.007756290681249819,0.62,0.225693539125,10133,4.5,785,5.33382785676e+11,1065.0,Brussels,0.0,0.49047
536,Portugal,Czech Republic,EXP,379487410,,,,,,229583711490.434,0.0016529369942510578,0.62,0.0,10133,4.5,785,2.05522871251e+11,1396.0,Prague,1.0,0.1961176
537,Portugal,Czech Republic,EXP,379487410,,,,,,229583711490.434,0.0016529369942510578,0.62,0.0,10133,4.5,785,2.05522871251e+11,1396.0,Prague,1.0,0.1961176
538,Portugal,Denmark,EXP,418596419,,,,,,229583711490.434,0.0018232844842629072,0.62,0.249407506116,10133,4.5,785,3.4195160773e+11,1541.0,Copenhagen,0.0,0.0264
539,Portugal,Denmark,EXP,418596419,,,,,,229583711490.434,0.0018232844842629072,0.62,0.249407506116,10133,4.5,785,3.4195160773e+11,1541.0,Copenhagen,0.0,0.0264
540,Portugal,Finland,EXP,289293821,,,,,,229583711490.434,0.0012600799034127206,0.62,0.203165469942,10133,4.5,785,2.70673584162e+11,2090.0,Helsinki,0.0,0.0389560327198
541,Portugal,Finland,EXP,289293821,,,,,,229583711490.434,0.0012600799034127206,0.62,0.203165469942,10133,4.5,785,2.70673584162e+11,2090.0,Helsinki,0.0,0.0389560327198
542,Portugal,France,EXP,7295470714,,,,,,229583711490.434,0.03177695258360687,0.62,0.403894689746,10133,4.5,785,2.82919203917e+12,904.0,Paris,0.0,0.373270242915
